date,global_active_power_kwh,global_reactive_power_sum,voltage_mean,global_intensity_mean,sub_metering_1_wh,sub_metering_2_wh,sub_metering_3_wh,sub_metering_remainder_wh,sub_metering_1_kwh,sub_metering_2_kwh,sub_metering_3_kwh,sub_metering_remainder_kwh
2007-01-04,54.32353333333333,3.3717,239.7502986111111,9.478194444444444,1051.0,7597.0,10896.0,34779.53333333333,1.051,7.597,10.896,34.77953333333333
2007-01-05,45.22273333333333,2.8859,240.49576388888892,7.885138888888889,1483.0,379.0,7602.0,35758.73333333333,1.483,0.379,7.602,35.75873333333333
2007-01-06,25.13963333333333,3.2031333333333336,239.67305555555555,4.543888888888889,1336.0,402.0,5678.0,17723.633333333335,1.336,0.402,5.678,17.723633333333336
2007-01-07,40.79366666666667,4.101233333333334,240.90248611111113,7.282638888888889,1987.0,8177.0,12810.0,17819.666666666668,1.987,8.177,12.81,17.819666666666667
2007-01-08,37.355999999999995,3.4594666666666662,239.5769513888889,6.551666666666667,0.0,467.0,17547.0,19342.0,0.0,0.467,17.547,19.342
2007-01-09,31.1509,3.4541333333333335,240.48752083333335,5.521111111111111,1688.0,4267.0,9790.0,15405.9,1.688,4.267,9.79,15.405899999999999
2007-01-10,35.913333333333334,3.807533333333333,241.02745138888892,6.357777777777779,771.0,4456.0,11012.0,19674.333333333332,0.771,4.456,11.012,19.674333333333333
2007-01-11,37.58656666666666,3.8336666666666663,241.1556875,6.658333333333333,1378.0,2170.0,12415.0,21623.566666666666,1.378,2.17,12.415,21.623566666666665
2007-01-12,24.35493333333333,3.319,241.53820833333336,4.309166666666666,0.0,439.0,8276.0,15639.933333333332,0.0,0.439,8.276,15.639933333333332
2007-01-13,53.113566666666664,4.8456,239.28361111111113,9.453055555555554,7806.0,2975.0,11341.0,30991.566666666666,7.806,2.975,11.341,30.991566666666667
2007-01-14,50.18381666666667,3.789616666666667,238.81780555555557,8.971666666666668,1777.0,4215.0,12991.5,31200.316666666666,1.777,4.215,12.9915,31.200316666666666
2007-01-15,35.811299999999996,2.9143333333333334,241.2409097222222,6.261527777777778,1099.0,2239.0,15163.0,17310.3,1.099,2.239,15.163,17.310299999999998
2007-01-16,28.106733333333334,3.0904666666666665,241.94475694444446,4.975972222222222,2063.0,644.0,6583.0,18816.733333333334,2.063,0.644,6.583,18.816733333333335
2007-01-17,47.46146666666667,3.3458666666666663,241.00525,8.283888888888889,3500.0,5737.0,16064.0,22160.466666666667,3.5,5.737,16.064,22.160466666666668
2007-01-18,30.357700000000005,2.9618666666666664,240.89359722222224,5.3425,0.0,336.0,13491.0,16530.7,0.0,0.336,13.491,16.5307
2007-01-19,24.674,2.8342000000000005,240.16094444444445,4.37625,2103.0,330.0,7172.0,15069.0,2.103,0.33,7.172,15.069
2007-01-20,52.22886666666667,3.9727,238.8674722222222,9.348055555555556,4324.0,5222.0,11440.0,31242.866666666665,4.324,5.222,11.44,31.242866666666664
2007-01-21,56.7877,3.8289333333333335,238.96811805555558,10.190694444444444,10346.0,5567.0,11599.0,29275.7,10.346,5.567,11.599,29.2757
2007-01-22,36.34156666666666,2.8106999999999998,241.60313194444444,6.355277777777778,1054.0,2983.0,11361.0,20943.566666666666,1.054,2.983,11.361,20.943566666666666
2007-01-23,29.627333333333333,2.304666666666667,242.76255555555556,5.260833333333333,0.0,1064.0,5061.0,23502.333333333332,0.0,1.064,5.061,23.502333333333333
2007-01-24,49.79756666666667,2.9676666666666667,241.45769444444446,8.733611111111111,3464.0,2480.0,11744.0,32109.566666666666,3.464,2.48,11.744,32.109566666666666
2007-01-25,26.60573333333333,2.4026666666666667,243.42436111111112,4.629305555555556,1158.0,262.0,11239.0,13946.733333333334,1.158,0.262,11.239,13.946733333333334
2007-01-26,26.9662,2.3817000000000004,242.77179166666667,4.721388888888889,1163.0,261.0,8238.0,17304.2,1.163,0.261,8.238,17.3042
2007-01-27,34.06786666666667,2.4707000000000003,241.61656944444442,5.949861111111111,1170.0,3896.0,12374.0,16627.866666666665,1.17,3.896,12.374,16.627866666666666
2007-01-28,51.540416666666665,2.5604666666666662,240.30152083333334,9.133888888888889,3466.0,3997.5,12061.0,32015.916666666668,3.466,3.9975,12.061,32.01591666666667
2007-01-29,33.0444,2.7616,240.9295972222222,5.788888888888889,1123.0,294.0,15254.0,16373.4,1.123,0.294,15.254,16.3734
2007-01-30,28.4633,3.015566666666667,241.84087499999998,5.028194444444445,1123.0,1424.0,8149.0,17767.3,1.123,1.424,8.149,17.7673
2007-01-31,39.39586666666666,3.0998,239.92113194444443,6.923611111111111,0.0,5950.0,15052.0,18393.866666666665,0.0,5.95,15.052,18.393866666666664
2007-02-01,30.412666666666667,2.5044,240.3921388888889,5.3325000000000005,1170.0,386.0,13145.0,15711.666666666666,1.17,0.386,13.145,15.711666666666666
2007-02-02,27.795599999999997,2.3257,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,16101.6,0.0,0.356,11.338,16.1016
2007-02-03,67.16203333333334,4.097066666666667,238.91019444444444,11.815972222222221,4746.0,4573.0,17834.0,40009.03333333333,4.746,4.573,17.834,40.009033333333335
2007-02-04,59.93233333333333,3.108233333333333,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,37472.333333333336,3.391,4.597,14.472,37.47233333333334
2007-02-05,27.421333333333333,2.4538,240.81031249999998,4.820416666666667,896.0,2564.0,7849.0,16112.333333333334,0.896,2.564,7.849,16.112333333333336
2007-02-06,21.224666666666668,2.3761,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,15117.666666666666,1.185,0.405,4.517,15.117666666666667
2007-02-07,38.8003,2.9618000000000007,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,20002.3,3.299,3.513,11.986,20.002299999999998
2007-02-08,30.023566666666667,2.3149333333333337,241.79730555555554,5.248333333333334,2226.0,366.0,10157.0,17274.566666666666,2.226,0.366,10.157,17.274566666666665
2007-02-09,27.003300000000003,2.6344333333333334,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,14188.3,0.0,3.045,9.77,14.1883
2007-02-10,47.155466666666676,3.2162333333333333,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,24848.466666666667,5.071,2.831,14.405,24.848466666666667
2007-02-11,59.52046666666667,3.4052333333333333,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,39211.46666666667,2.43,4.765,13.114,39.21146666666667
2007-02-12,31.2935,2.2784,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,17150.5,2.227,0.399,11.517,17.1505
2007-02-13,23.575766666666663,2.2446333333333333,241.16685416666667,4.14375,0.0,2828.0,6256.0,14491.766666666666,0.0,2.828,6.256,14.491766666666667
2007-02-14,41.644533333333335,3.3751,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,22977.533333333333,3.295,3.793,11.579,22.977533333333334
2007-02-15,33.089099999999995,2.7660666666666667,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,16698.1,0.0,2.363,14.028,16.6981
2007-02-16,28.375466666666668,2.5281000000000002,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,17679.466666666667,1.148,0.859,8.689,17.679466666666666
2007-02-17,34.615199999999994,3.9828,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,23467.2,1.765,2.226,7.157,23.467200000000002
2007-02-18,63.82936666666667,4.2587,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,36590.36666666667,6.107,8.003,13.129,36.59036666666667
2007-02-19,36.44356666666666,2.9430666666666667,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,18824.566666666666,1.634,2.9,13.085,18.824566666666666
2007-02-20,52.498799999999996,3.1193000000000004,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,35536.8,2.058,5.191,9.713,35.5368
2007-02-21,34.547900000000006,3.1645,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,17140.9,3.527,2.332,11.548,17.140900000000002
2007-02-22,56.290333333333336,2.3024,238.62018055555555,9.880277777777778,1409.0,4165.0,12285.0,38431.333333333336,1.409,4.165,12.285,38.431333333333335
2007-02-23,21.891333333333332,2.4890666666666665,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,10602.333333333334,0.0,0.503,10.786,10.602333333333334
2007-02-24,11.915366666666666,2.0367,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,7990.366666666667,0.0,0.363,3.562,7.990366666666667
2007-02-25,8.362333333333334,1.8955999999999997,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,6373.333333333333,0.0,0.329,1.66,6.373333333333333
2007-02-26,9.474733333333335,1.8046666666666666,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,6313.733333333334,0.0,0.331,2.83,6.313733333333333
2007-02-27,8.6352,1.8867333333333334,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,6397.2,0.0,0.314,1.924,6.3972
2007-02-28,8.679566666666666,1.8895333333333333,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,6366.566666666667,0.0,0.34,1.973,6.3665666666666665
2007-03-01,8.626066666666668,1.7937999999999998,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,6330.066666666667,0.0,0.316,1.98,6.330066666666666
2007-03-02,8.594800000000001,1.7834666666666663,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,6285.8,0.0,0.34,1.969,6.2858
2007-03-03,13.652033333333332,2.249866666666667,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,8708.033333333333,0.0,0.347,4.597,8.708033333333333
2007-03-04,34.845000000000006,2.9280333333333335,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,15250.0,1.476,8.711,9.408,15.25
2007-03-05,44.33886666666667,3.4326000000000003,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,16476.866666666665,5.727,12.109,10.026,16.476866666666666
2007-03-06,20.775,3.1024666666666665,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,14335.0,0.0,1.74,4.7,14.335
2007-03-07,39.58676666666667,2.853333333333333,240.3235625,6.935,1076.0,4761.0,15513.0,18236.766666666666,1.076,4.761,15.513,18.236766666666668
2007-03-08,26.2022,3.1233999999999997,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,13982.2,2.18,3.385,6.655,13.9822
2007-03-09,21.2102,1.9873,240.88846527777778,3.73125,1093.0,345.0,8631.0,11141.2,1.093,0.345,8.631,11.141200000000001
2007-03-10,41.41186666666667,4.058800000000001,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,20880.866666666665,4.13,5.422,10.979,20.880866666666666
2007-03-11,58.0106,2.8895666666666666,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,40280.6,4.81,3.42,9.5,40.2806
2007-03-12,32.51113333333333,2.2403666666666666,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,15914.133333333333,1.403,2.841,12.353,15.914133333333334
2007-03-13,21.5024,2.1119666666666665,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,10970.4,1.35,3.859,5.323,10.9704
2007-03-14,29.8894,2.6253666666666664,240.77729166666666,5.2675,3485.0,480.0,8607.0,17317.4,3.485,0.48,8.607,17.317400000000003
2007-03-15,31.413566666666664,2.6554333333333333,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,17114.566666666666,0.0,3.263,11.036,17.114566666666665
2007-03-16,28.36756666666667,2.1701333333333332,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,17287.566666666666,1.106,4.604,5.37,17.287566666666667
2007-03-17,33.8015,2.1178,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,18959.5,2.208,0.359,12.275,18.9595
2007-03-18,39.51743333333333,4.024166666666667,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,19728.433333333334,6.564,7.369,5.856,19.728433333333335
2007-03-19,35.8753,2.4127333333333336,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,17423.3,1.648,2.686,14.118,17.423299999999998
2007-03-20,34.77046666666667,2.7478333333333333,240.8156388888889,6.151249999999999,3745.0,2837.0,11255.0,16933.466666666667,3.745,2.837,11.255,16.933466666666668
2007-03-21,35.70153333333333,2.3804999999999996,240.98664583333334,6.237222222222223,1865.0,4133.0,12335.0,17368.533333333333,1.865,4.133,12.335,17.368533333333332
2007-03-22,24.249633333333332,1.8971000000000002,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,12698.633333333333,0.353,0.736,10.462,12.698633333333333
2007-03-23,21.8168,1.9914666666666667,241.64547916666666,3.80375,1127.0,777.0,8369.0,11543.8,1.127,0.777,8.369,11.5438
2007-03-24,49.47383333333333,3.1837333333333335,239.70447222222222,8.703333333333333,3707.0,5797.0,16382.0,23587.833333333332,3.707,5.797,16.382,23.587833333333332
2007-03-25,55.61088333333334,3.936666666666666,240.03453819444442,9.717152777777779,4630.0,3600.0,9358.0,38022.88333333333,4.63,3.6,9.358,38.02288333333333
2007-03-26,23.601366666666664,2.6827666666666667,241.3368125,4.183055555555556,1088.0,344.0,9096.0,13073.366666666667,1.088,0.344,9.096,13.073366666666667
2007-03-27,18.419,2.528766666666667,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,11703.0,0.0,3.019,3.697,11.703
2007-03-28,38.8983,3.2753000000000005,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,15361.3,1.122,8.527,13.888,15.3613
2007-03-29,26.506766666666667,3.3116000000000003,240.5366875,4.676805555555556,1162.0,460.0,10724.0,14160.766666666666,1.162,0.46,10.724,14.160766666666666
2007-03-30,23.373233333333328,3.0187999999999997,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,13594.233333333334,1.094,0.468,8.217,13.594233333333333
2007-03-31,58.49183333333334,3.858400000000001,239.26077083333334,10.264722222222222,2620.0,7707.0,17682.0,30482.833333333332,2.62,7.707,17.682,30.482833333333332
2007-04-01,46.43253333333334,3.375866666666667,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,16893.533333333333,4.629,5.401,19.509,16.893533333333334
2007-04-02,32.67963333333333,2.9056,240.46011805555557,5.71263888888889,1755.0,970.0,16641.0,13313.633333333333,1.755,0.97,16.641,13.313633333333334
2007-04-03,27.380333333333333,2.812666666666667,240.50495833333335,4.84625,3630.0,1042.0,7637.0,15071.333333333334,3.63,1.042,7.637,15.071333333333333
2007-04-04,34.19780000000001,2.871966666666667,240.33178472222224,5.98625,3434.0,420.0,14748.0,15595.8,3.434,0.42,14.748,15.595799999999999
2007-04-05,30.73463333333333,4.075633333333333,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,14848.633333333333,1.086,4.277,10.523,14.848633333333334
2007-04-06,26.685666666666666,2.3869,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,12053.666666666666,0.0,5.466,9.166,12.053666666666667
2007-04-07,25.898733333333332,2.3121666666666667,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,15737.733333333334,1.127,3.111,5.923,15.737733333333333
2007-04-08,26.813600000000005,2.2647,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,22783.6,0.0,0.485,3.545,22.7836
2007-04-09,16.682000000000002,2.6685000000000003,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,9700.0,2.667,0.514,3.801,9.7
2007-04-10,12.956066666666665,2.4823333333333335,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,9433.066666666668,0.209,0.742,2.572,9.433066666666667
2007-04-11,14.791366666666667,3.2074333333333334,241.1548263888889,2.61875,0.0,1112.0,6421.0,7258.366666666667,0.0,1.112,6.421,7.258366666666666
2007-04-12,8.961766666666668,2.4635333333333334,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,6602.766666666666,0.0,0.541,1.818,6.602766666666667
2007-04-13,9.1837,2.527333333333333,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,6637.7,0.0,0.558,1.988,6.6377
2007-04-14,9.2378,2.5935,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,6651.8,0.0,0.578,2.008,6.651800000000001
2007-04-15,12.102733333333333,2.8590666666666666,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,8183.733333333334,0.0,1.026,2.893,8.183733333333334
2007-04-16,15.873166666666666,3.1012333333333335,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,8960.166666666666,0.952,1.305,4.656,8.960166666666666
2007-04-17,20.395566666666664,3.6392333333333338,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,12275.566666666668,1.532,0.389,6.199,12.275566666666668
2007-04-18,16.637433333333334,2.7537333333333334,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,11274.666666666666,1.579,0.355,3.43,11.274666666666667
2007-04-19,17.144299999999998,2.494333333333333,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,9058.3,0.733,1.605,5.748,9.0583
2007-04-20,13.709666666666667,2.4274333333333336,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,8781.666666666666,1.069,0.36,3.499,8.781666666666666
2007-04-21,27.894266666666674,3.5443,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,9727.266666666666,6.575,0.463,11.129,9.727266666666667
2007-04-22,37.228566666666666,4.453233333333333,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,19575.566666666666,4.264,2.287,11.102,19.575566666666667
2007-04-23,17.5761,2.260666666666667,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,9663.533333333333,1.402,0.506,6.005,9.663533333333334
2007-04-24,17.201666666666664,2.2544,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,8869.666666666666,1.125,0.527,6.68,8.869666666666665
2007-04-25,21.069366666666667,2.7456,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,10788.366666666667,0.0,1.469,8.812,10.788366666666667
2007-04-26,21.257766666666665,2.726766666666667,234.7872986111111,3.92375,1324.0,1845.0,7163.0,10925.766666666666,1.324,1.845,7.163,10.925766666666666
2007-04-27,18.238866666666663,2.6988,235.21616666666668,3.3125,1772.0,545.0,4756.0,11165.866666666667,1.772,0.545,4.756,11.165866666666666
2007-04-28,10.842427783745077,4.380697225205872,235.89338099340614,2.010105770378327,0.0,18.0,0.0,10824.427783745077,0.0,0.018,0.0,10.824427783745078
2007-04-29,8.22301611170784,3.19950805585392,235.28055719656282,1.5105800214822773,0.0,0.0,0.0,8223.01611170784,0.0,0.0,0.0,8.22301611170784
2007-04-30,10.78932277121375,2.5359113856068745,234.80638472669767,1.979314208139396,1214.0,500.0,1131.0,7944.322771213749,1.214,0.5,1.131,7.9443227712137485
2007-05-01,27.73096666666667,3.0268,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,14184.966666666667,4.005,0.995,8.546,14.184966666666668
2007-05-02,16.724766666666667,2.6682,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,11473.766666666666,0.007,1.49,3.754,11.473766666666666
2007-05-03,18.170633333333335,2.5157000000000003,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,6703.633333333333,1.906,1.725,7.836,6.703633333333333
2007-05-04,16.635466666666666,2.9123333333333337,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,9848.466666666667,2.259,0.538,3.99,9.848466666666667
2007-05-05,26.050866666666668,2.9017000000000004,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,9342.233333333334,2.913,2.493,11.303,9.342233333333333
2007-05-06,35.035066666666665,3.038933333333333,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,20776.266666666666,3.215,0.949,10.095,20.776266666666665
2007-05-07,27.394399999999997,2.8153,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,12080.4,0.946,4.935,9.433,12.0804
2007-05-08,29.821533333333335,3.0268666666666664,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,14452.533333333333,4.581,2.011,8.777,14.452533333333333
2007-05-09,27.762266666666665,3.0580666666666665,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,9639.266666666666,3.018,5.631,9.474,9.639266666666666
2007-05-10,11.798066666666667,2.8052333333333332,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,7057.066666666667,0.946,0.534,3.261,7.057066666666667
2007-05-11,16.319233333333333,2.2016,235.22975694444443,3.027638888888889,926.0,491.0,6471.0,8431.233333333334,0.926,0.491,6.471,8.431233333333333
2007-05-12,24.0261,3.4862000000000006,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,10296.1,2.247,1.075,10.408,10.296100000000001
2007-05-13,27.24563333333333,3.6778333333333335,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,12261.633333333333,3.612,2.414,8.958,12.261633333333334
2007-05-14,24.463033333333332,4.975866666666667,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,13353.033333333333,3.176,2.417,5.517,13.353033333333332
2007-05-15,15.073200000000002,1.8530333333333335,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,9347.2,0.0,0.408,5.318,9.3472
2007-05-16,28.215733333333333,2.2649,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,11169.733333333334,2.213,5.756,9.077,11.169733333333333
2007-05-17,20.530266666666666,2.1864666666666666,235.86845833333334,3.720972222222222,1014.0,2073.0,7687.0,9756.266666666666,1.014,2.073,7.687,9.756266666666667
2007-05-18,27.192166666666665,2.8543000000000003,235.9945972222222,4.876666666666666,3270.0,3913.0,8116.0,11893.166666666666,3.27,3.913,8.116,11.893166666666666
2007-05-19,23.824033333333333,2.797633333333333,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,11589.033333333333,4.683,0.53,7.022,11.589033333333333
2007-05-20,32.80546666666667,3.125533333333333,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,18041.466666666667,5.42,1.733,7.611,18.04146666666667
2007-05-21,18.6677,1.9546666666666668,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,9139.7,0.0,0.468,9.06,9.139700000000001
2007-05-22,18.880866666666666,2.1486,235.48057638888892,3.3998611111111114,931.0,3966.0,3984.0,9999.866666666667,0.931,3.966,3.984,9.999866666666668
2007-05-23,24.4156,2.7646333333333337,234.81249305555554,4.3975,956.0,3792.0,8119.0,11548.6,0.956,3.792,8.119,11.5486
2007-05-24,19.2398,2.259333333333333,235.5460625,3.462083333333333,955.0,4116.0,4746.0,9422.8,0.955,4.116,4.746,9.422799999999999
2007-05-25,26.90366666666667,2.9097999999999997,234.44720138888886,4.863472222222222,8060.0,586.0,6539.0,11718.666666666666,8.06,0.586,6.539,11.718666666666666
2007-05-26,25.204133333333335,2.9040000000000004,235.0698888888889,4.562777777777778,2373.0,2754.0,8628.0,11449.133333333333,2.373,2.754,8.628,11.449133333333334
2007-05-27,35.8968,3.6649000000000003,234.90843750000002,6.5065277777777775,4366.0,5534.0,10444.0,15552.8,4.366,5.534,10.444,15.5528
2007-05-28,27.29113333333333,2.5183333333333335,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,12678.133333333333,4.554,0.473,9.586,12.678133333333333
2007-05-29,17.689,1.8874,235.6943472222222,3.2072222222222218,0.0,1907.0,4332.0,11450.0,0.0,1.907,4.332,11.45
2007-05-30,26.8311,2.4509666666666665,234.83139583333335,4.8284722222222225,2250.0,5948.0,7804.0,10829.1,2.25,5.948,7.804,10.8291
2007-05-31,15.6425,2.159766666666667,235.09652777777777,2.7918055555555554,935.0,477.0,3552.0,10678.5,0.935,0.477,3.552,10.6785
2007-06-01,17.422833333333333,2.3890833333333337,235.32296527777777,3.1349305555555556,0.0,483.0,7664.0,9275.833333333334,0.0,0.483,7.664,9.275833333333335
2007-06-02,24.73936666666667,2.768466666666667,234.4690277777778,4.474027777777778,3971.0,1250.0,7633.0,11885.366666666667,3.971,1.25,7.633,11.885366666666666
2007-06-03,35.133766666666666,3.040966666666667,234.762375,6.352916666666667,4985.0,7529.0,8334.0,14285.766666666666,4.985,7.529,8.334,14.285766666666666
2007-06-04,15.193633333333333,3.719866666666667,234.7480694444444,2.8222222222222224,1585.0,836.0,4533.0,8239.633333333333,1.585,0.836,4.533,8.239633333333334
2007-06-05,24.314866666666667,4.261533333333333,234.6927638888889,4.465138888888889,4484.0,1027.0,6448.0,12355.866666666667,4.484,1.027,6.448,12.355866666666667
2007-06-06,28.263550000000002,3.8541833333333337,234.62111458333337,5.111736111111111,3330.0,829.0,11679.0,12425.55,3.33,0.829,11.679,12.42555
2007-06-07,16.416700000000002,2.8722333333333334,234.47880555555554,2.9823611111111115,985.0,699.0,3959.0,10773.7,0.985,0.699,3.959,10.773700000000002
2007-06-08,35.80076666666666,3.828866666666667,236.19744444444444,6.448194444444444,2799.0,11440.0,11380.0,10181.766666666666,2.799,11.44,11.38,10.181766666666666
2007-06-09,18.421,3.886533333333333,240.697375,3.3024305555555555,852.0,620.0,6920.0,10029.0,0.852,0.62,6.92,10.029
