date,global_active_power_sum_kw,global_reactive_power_sum,voltage_mean,global_intensity_mean,sub_metering_1_wh,sub_metering_2_wh,sub_metering_3_wh,sub_metering_remainder_wh,sub_metering_1_mean_kw,sub_metering_2_mean_kw,sub_metering_3_mean_kw,sub_metering_remainder_mean_kw,year,day,dayofweek,dayofyear,is_weekend,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_id,month_sin,month_cos,dow_sin,dow_cos
2007-01-05,2713.364,173.154,240.4957638888889,7.885138888888889,1483.0,379.0,7602.0,35758.73333333333,0.0617916666666666,0.0157916666666666,0.31675,1.489947222222222,2007,5,4,5,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2007-01-06,1508.378,192.188,239.67305555555555,4.543888888888889,1336.0,402.0,5678.0,17723.633333333335,0.0556666666666666,0.01675,0.2365833333333333,0.7384847222222223,2007,6,5,6,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2007-01-07,2447.62,246.074,240.90248611111116,7.282638888888889,1987.0,8177.0,12810.0,17819.666666666668,0.0827916666666666,0.3407083333333333,0.5337500000000001,0.7424861111111111,2007,7,6,7,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2007-01-08,2241.36,207.568,239.5769513888889,6.551666666666667,0.0,467.0,17547.0,19342.0,0.0,0.0194583333333333,0.731125,0.8059166666666666,2007,8,0,8,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.0,1.0
2007-01-09,1869.054,207.248,240.48752083333332,5.521111111111111,1688.0,4267.0,9790.0,15405.9,0.0703333333333333,0.1777916666666666,0.4079166666666666,0.6419125,2007,9,1,9,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2007-01-10,2154.8,228.452,241.0274513888889,6.357777777777779,771.0,4456.0,11012.0,19674.33333333333,0.032125,0.1856666666666666,0.4588333333333333,0.8197638888888888,2007,10,2,10,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2007-01-11,2255.194,230.02,241.1556875,6.658333333333333,1378.0,2170.0,12415.0,21623.566666666666,0.0574166666666666,0.0904166666666666,0.5172916666666666,0.9009819444444443,2007,11,3,11,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2007-01-12,1461.296,199.14,241.53820833333336,4.309166666666666,0.0,439.0,8276.0,15639.933333333332,0.0,0.0182916666666666,0.3448333333333333,0.6516638888888888,2007,12,4,12,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2007-01-13,3186.814,290.736,239.28361111111116,9.453055555555554,7806.0,2975.0,11341.0,30991.566666666666,0.32525,0.1239583333333333,0.4725416666666666,1.291315277777778,2007,13,5,13,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2007-01-14,3011.029,227.377,238.8178055555556,8.971666666666668,1777.0,4215.0,12991.5,31200.316666666666,0.0740416666666666,0.175625,0.5413125,1.3000131944444444,2007,14,6,14,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2007-01-15,2148.678,174.86,241.2409097222222,6.261527777777778,1099.0,2239.0,15163.0,17310.3,0.0457916666666666,0.0932916666666666,0.6317916666666666,0.7212624999999999,2007,15,0,15,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.0,1.0
2007-01-16,1686.404,185.428,241.9447569444445,4.975972222222222,2063.0,644.0,6583.0,18816.733333333334,0.0859583333333333,0.0268333333333333,0.2742916666666666,0.7840305555555557,2007,16,1,16,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2007-01-17,2847.688,200.752,241.00525,8.283888888888889,3500.0,5737.0,16064.0,22160.466666666667,0.1458333333333333,0.2390416666666666,0.6693333333333333,0.9233527777777778,2007,17,2,17,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2007-01-18,1821.462,177.712,240.89359722222224,5.3425,0.0,336.0,13491.0,16530.7,0.0,0.014,0.562125,0.6887791666666666,2007,18,3,18,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2007-01-19,1480.44,170.052,240.16094444444445,4.37625,2103.0,330.0,7172.0,15069.0,0.087625,0.01375,0.2988333333333333,0.6278750000000001,2007,19,4,19,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2007-01-20,3133.732,238.362,238.8674722222222,9.348055555555556,4324.0,5222.0,11440.0,31242.866666666665,0.1801666666666666,0.2175833333333333,0.4766666666666666,1.301786111111111,2007,20,5,20,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2007-01-21,3407.262,229.736,238.9681180555556,10.190694444444444,10346.0,5567.0,11599.0,29275.7,0.4310833333333333,0.2319583333333333,0.4832916666666667,1.2198208333333334,2007,21,6,21,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2007-01-22,2180.494,168.642,241.60313194444444,6.355277777777778,1054.0,2983.0,11361.0,20943.566666666666,0.0439166666666666,0.1242916666666666,0.473375,0.872648611111111,2007,22,0,22,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.0,1.0
2007-01-23,1777.64,138.28,242.7625555555556,5.260833333333333,0.0,1064.0,5061.0,23502.33333333333,0.0,0.0443333333333333,0.210875,0.9792638888888888,2007,23,1,23,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2007-01-24,2987.854,178.06,241.45769444444448,8.733611111111111,3464.0,2480.0,11744.0,32109.566666666666,0.1443333333333333,0.1033333333333333,0.4893333333333333,1.337898611111111,2007,24,2,24,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2007-01-25,1596.344,144.16,243.42436111111112,4.629305555555556,1158.0,262.0,11239.0,13946.733333333334,0.0482499999999999,0.0109166666666666,0.4682916666666667,0.5811138888888889,2007,25,3,25,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2007-01-26,1617.972,142.902,242.77179166666667,4.721388888888889,1163.0,261.0,8238.0,17304.2,0.0484583333333333,0.010875,0.34325,0.7210083333333334,2007,26,4,26,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2007-01-27,2044.072,148.242,241.6165694444444,5.949861111111111,1170.0,3896.0,12374.0,16627.866666666665,0.0487499999999999,0.1623333333333333,0.5155833333333334,0.6928277777777777,2007,27,5,27,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2007-01-28,3092.425,153.628,240.3015208333333,9.133888888888889,3466.0,3997.5,12061.0,32015.916666666668,0.1444166666666666,0.1665625,0.5025416666666667,1.333996527777778,2007,28,6,28,1,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2007-01-29,1982.664,165.696,240.9295972222222,5.788888888888889,1123.0,294.0,15254.0,16373.4,0.0467916666666666,0.0122499999999999,0.6355833333333333,0.682225,2007,29,0,29,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.0,1.0
2007-01-30,1707.798,180.934,241.840875,5.028194444444445,1123.0,1424.0,8149.0,17767.3,0.0467916666666666,0.0593333333333333,0.3395416666666666,0.7403041666666667,2007,30,1,30,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2007-01-31,2363.752,185.988,239.92113194444445,6.923611111111111,0.0,5950.0,15052.0,18393.866666666665,0.0,0.2479166666666666,0.6271666666666667,0.766411111111111,2007,31,2,31,0,2.836,10.0,1.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2007-02-01,1824.76,150.264,240.3921388888889,5.3325000000000005,1170.0,386.0,13145.0,15711.666666666666,0.0487499999999999,0.0160833333333333,0.5477083333333334,0.6546527777777778,2007,1,3,32,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2007-02-02,1667.736,139.542,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,16101.6,0.0,0.0148333333333333,0.4724166666666666,0.6709,2007,2,4,33,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2007-02-03,4029.722,245.824,238.91019444444444,11.81597222222222,4746.0,4573.0,17834.0,40009.03333333333,0.19775,0.1905416666666667,0.7430833333333333,1.6670430555555555,2007,3,5,34,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2007-02-04,3595.94,186.494,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,37472.333333333336,0.1412916666666666,0.1915416666666667,0.603,1.5613472222222224,2007,4,6,35,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2007-02-05,1645.28,147.228,240.8103125,4.820416666666667,896.0,2564.0,7849.0,16112.333333333334,0.0373333333333333,0.1068333333333333,0.3270416666666667,0.6713472222222223,2007,5,0,36,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.0,1.0
2007-02-06,1273.48,142.566,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,15117.666666666666,0.049375,0.016875,0.1882083333333333,0.6299027777777778,2007,6,1,37,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2007-02-07,2328.018,177.708,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,20002.3,0.1374583333333333,0.146375,0.4994166666666667,0.8334291666666666,2007,7,2,38,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2007-02-08,1801.414,138.896,241.79730555555557,5.248333333333334,2226.0,366.0,10157.0,17274.566666666666,0.09275,0.01525,0.4232083333333333,0.719773611111111,2007,8,3,39,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2007-02-09,1620.198,158.066,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,14188.3,0.0,0.126875,0.4070833333333333,0.5911791666666667,2007,9,4,40,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2007-02-10,2829.328,192.974,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,24848.466666666667,0.2112916666666666,0.1179583333333333,0.6002083333333333,1.0353527777777778,2007,10,5,41,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2007-02-11,3571.228,204.314,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,39211.46666666667,0.10125,0.1985416666666666,0.5464166666666667,1.633811111111111,2007,11,6,42,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2007-02-12,1877.61,136.704,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,17150.5,0.0927916666666666,0.016625,0.479875,0.7146041666666667,2007,12,0,43,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.0,1.0
2007-02-13,1414.546,134.678,241.16685416666667,4.14375,0.0,2828.0,6256.0,14491.766666666666,0.0,0.1178333333333333,0.2606666666666666,0.6038236111111112,2007,13,1,44,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2007-02-14,2498.672,202.506,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,22977.533333333333,0.1372916666666666,0.1580416666666666,0.4824583333333334,0.9573972222222222,2007,14,2,45,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2007-02-15,1985.346,165.964,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,16698.1,0.0,0.0984583333333333,0.5845,0.6957541666666667,2007,15,3,46,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2007-02-16,1702.528,151.686,240.8209444444444,5.0465277777777775,1148.0,859.0,8689.0,17679.466666666667,0.0478333333333333,0.0357916666666666,0.3620416666666666,0.7366444444444444,2007,16,4,47,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2007-02-17,2076.912,238.968,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,23467.2,0.0735416666666666,0.09275,0.2982083333333333,0.9778,2007,17,5,48,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2007-02-18,3829.762,255.522,239.1708055555556,11.238888888888887,6107.0,8003.0,13129.0,36590.36666666667,0.2544583333333333,0.3334583333333333,0.5470416666666666,1.5245986111111112,2007,18,6,49,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2007-02-19,2186.614,176.584,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,18824.566666666666,0.0680833333333333,0.1208333333333333,0.5452083333333334,0.7843569444444444,2007,19,0,50,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.0,1.0
2007-02-20,3149.928,187.158,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,35536.8,0.0857499999999999,0.2162916666666666,0.4047083333333333,1.4807,2007,20,1,51,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2007-02-21,2072.874,189.87,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,17140.9,0.1469583333333333,0.0971666666666666,0.4811666666666667,0.7142041666666668,2007,21,2,52,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2007-02-22,3377.42,138.144,238.62018055555555,9.880277777777778,1409.0,4165.0,12285.0,38431.333333333336,0.0587083333333333,0.1735416666666666,0.511875,1.6013055555555555,2007,22,3,53,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2007-02-23,1313.48,149.344,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,10602.333333333334,0.0,0.0209583333333333,0.4494166666666666,0.4417638888888889,2007,23,4,54,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
2007-02-24,714.922,122.202,239.86310416666663,2.085833333333333,0.0,363.0,3562.0,7990.366666666667,0.0,0.015125,0.1484166666666666,0.3329319444444444,2007,24,5,55,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2007-02-25,501.74,113.736,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,6373.333333333333,0.0,0.0137083333333333,0.0691666666666666,0.2655555555555555,2007,25,6,56,1,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2007-02-26,568.484,108.28,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,6313.733333333334,0.0,0.0137916666666666,0.1179166666666666,0.2630722222222222,2007,26,0,57,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.0,1.0
2007-02-27,518.112,113.204,242.9442708333333,1.5245833333333334,0.0,314.0,1924.0,6397.2,0.0,0.0130833333333333,0.0801666666666666,0.26655,2007,27,1,58,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2007-02-28,520.774,113.372,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,6366.566666666667,0.0,0.0141666666666666,0.0822083333333333,0.2652736111111111,2007,28,2,59,0,8.411666666666667,13.0,6.0,3.0,1.0,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2007-03-01,517.564,107.628,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,6330.066666666667,0.0,0.0131666666666666,0.0825,0.2637527777777778,2007,1,3,60,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2007-03-02,515.688,107.008,240.59159722222225,1.5068055555555555,0.0,340.0,1969.0,6285.8,0.0,0.0141666666666666,0.0820416666666666,0.2619083333333333,2007,2,4,61,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2007-03-03,819.122,134.992,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,8708.033333333333,0.0,0.0144583333333333,0.1915416666666667,0.3628347222222222,2007,3,5,62,1,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2007-03-04,2090.7,175.682,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,15250.0,0.0615,0.3629583333333333,0.3919999999999999,0.6354166666666666,2007,4,6,63,1,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2007-03-05,2660.332,205.956,240.03090972222225,7.840277777777778,5727.0,12109.0,10026.0,16476.866666666665,0.238625,0.5045416666666667,0.41775,0.6865361111111111,2007,5,0,64,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.0,1.0
2007-03-06,1246.5,186.148,240.98806944444445,3.695694444444445,0.0,1740.0,4700.0,14335.0,0.0,0.0725,0.1958333333333333,0.5972916666666667,2007,6,1,65,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2007-03-07,2375.206,171.2,240.3235625,6.935,1076.0,4761.0,15513.0,18236.766666666663,0.0448333333333333,0.198375,0.646375,0.7598652777777778,2007,7,2,66,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2007-03-08,1572.132,187.404,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,13982.2,0.0908333333333333,0.1410416666666666,0.2772916666666666,0.5825916666666667,2007,8,3,67,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2007-03-09,1272.612,119.238,240.88846527777775,3.73125,1093.0,345.0,8631.0,11141.2,0.0455416666666666,0.0143749999999999,0.359625,0.4642166666666667,2007,9,4,68,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2007-03-10,2484.712,243.528,239.80283333333333,7.341944444444445,4130.0,5422.0,10979.0,20880.866666666665,0.1720833333333333,0.2259166666666666,0.4574583333333333,0.8700361111111111,2007,10,5,69,1,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2007-03-11,3480.636,173.374,240.00729166666667,10.12152777777778,4810.0,3420.0,9500.0,40280.6,0.2004166666666666,0.1425,0.3958333333333333,1.6783583333333334,2007,11,6,70,1,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2007-03-12,1950.668,134.422,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,15914.133333333331,0.0584583333333333,0.118375,0.5147083333333333,0.663088888888889,2007,12,0,71,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.0,1.0
2007-03-13,1290.144,126.718,240.89796527777776,3.805694444444444,1350.0,3859.0,5323.0,10970.4,0.05625,0.1607916666666666,0.2217916666666667,0.4571,2007,13,1,72,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2007-03-14,1793.364,157.522,240.77729166666663,5.2675,3485.0,480.0,8607.0,17317.4,0.1452083333333333,0.02,0.3586249999999999,0.7215583333333334,2007,14,2,73,0,4.321666666666666,13.0,3.0,0.0,1.0,3,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
